offer_id,title,brand,product_type,exclude_reason
S-CHPEA3026B3,Solace 2.5 Ton R-32 Horizontal Evaporator Coil - S-CHPEA3026B3,Solace,solace,Brand not allowed: Solace
S-GZV6SA3610,Solace 3 Ton 16.2 SEER2 R-32 Heat Pump - S-GZV6SA3610,Solace,solace,Brand not allowed: Solace
GAS34UN,¾” Unions,,hvac parts supplies,Brand not allowed: BLANK
6068190645817194730,"SOLACE 4 Ton 16.2 SEER2 R-32 96% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
GLZS4BA3610,Goodman GLZS4BA3610 3 Ton R-32 Heat Pump,Goodman,goodman 1,Title indicates parts/supplies
"GLZS4BA3610, AMST36BU13",Goodman 3.0 Ton Heat Pump System 14.3 SEER2 with Air Handler - R-32,Goodman,goodman 1,Title indicates parts/supplies
904104,4x10x4 90 Degree Boot,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
CNRBLK01,Corner Mounts,,hvac parts supplies,Brand not allowed: BLANK
S-CHPTA6030D3,Solace 5 Ton R-32 Horizontal Evaporator Coil - S-CHPTA6030D3,Solace,solace,Brand not allowed: Solace
S-GLZS5BA4810,Solace 4 Ton 15.2 SEER2 R-32 Heat Pump - S-GLZS5BA4810,Solace,solace,Brand not allowed: Solace
5SW90,"5"" 90° Galvanized Adjustable Elbow - 30 Gauge",Southwark,hvac parts supplies,Brand not allowed: Southwark
"RP15AY48AJ2NA, RH2VY4821STACNJ, WRX10021",Rheem R-454B 4.0 Ton 16 SEER2 Complete Heat Pump System 10kW,Rheem,rheem,Title indicates parts/supplies
"S-GLXS5BA3010,S-AWST30LU1308",SOLACE 2.5 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler,Solace,solace,Brand not allowed: Solace
C163KIT,Residential/Commercial Combustion Analyzer Kit w/ Pressure/Printer,UEI,tools,Brand not allowed: UEI
S-AMVT48CP1300,Solace 4 Ton R-32 Air Handler - S-AMVT48CP1300,Solace,solace,Brand not allowed: Solace
CAP3575MF,35/7.5 MF / 440 VA 440V 35+7.5 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
DL579COMBO,600A Dual Display TRMS-Clamp w/Temp and Cap w/ ATTPC4,UEI,tools,Brand not allowed: UEI
S-GLXS5BA2410,Solace 2 Ton 15.2 SEER2 R-32 Air Conditioner - S-GLXS5BA2410,Solace,solace,Brand not allowed: Solace
DBOX24,"4"" Dryer Box for 2"" x 4"" Wall Thickness",Construction Solutions,hvac parts supplies,Brand not allowed: Construction Solutions
18X16-311P,18-16 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"S-GLXT7CA6010,S-CHPTA6030D3,S-GRVT801005CN","SOLACE 5 Ton 17.2 SEER2 R-32 80% AFUE 100,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,solace,Brand not allowed: Solace
AA123W,"Aprilaire 12"" Round Damper 2 Wire Normally Open Zone Damper Model #...",Aprilaire,hvac parts supplies > aprilaire zoning,Brand not allowed: Aprilaire
13485082073381647117,"SOLACE 3.5 Ton 17.5 SEER2 R-32 80% AFUE 80,000 BTU Dual Fuel System (Horizontal Coil)",Solace,,Brand not allowed: Solace
AA913,Aprilaire 913 MERV 13 Replacement Filter for 1410 Cabinet,Aprilaire,hvac parts supplies > filters,Brand not allowed: Aprilaire
13128906409793472968,"SOLACE 3.5 Ton 16.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
S-GPCH33631,Solace 3 Ton 13.4 SEER2 Packaged Air Conditioner - S-GPCH33631,Solace,solace,Brand not allowed: Solace
GASR1141,"1 1/4""x1"" Reducer",,hvac parts supplies,Brand not allowed: BLANK
AA-130PT-DEHU,Aprilaire Model E130 Dehumidifier,Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
10SW90,"10"" Singlewall Adjustable 90 Degree Elbow",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"S-GLZS5BA3610,S-GR9S800604BNA,S-CAPTA3626B3",SOLACE 3 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
S-CAPTA2422A3,Solace 2 Ton R-32 Upflow Evaporator Coil - S-CAPTA2422A3,Solace,solace,Brand not allowed: Solace
PAD4040,"40"" x 40"" Plastic Pad",,hvac parts supplies,Brand not allowed: BLANK
14805419697384873276,"SOLACE 4 Ton 16.2 SEER2 R-32 96% AFUE 100,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
S-CHPTA4230C3,Solace 3.5 Ton R-32 Horizontal Evaporator Coil - S-CHPTA4230C3,Solace,solace,Brand not allowed: Solace
UNIFLMSN,Straight Universal Flame Sensor,,hvac parts supplies,Brand not allowed: BLANK
S-GR9S800604BNA,Solace 80% AFUE Gas Furnace - S-GR9S800604BNA,Solace,solace > furnaces > 60k btu,Brand not allowed: Solace
"S-GXV6SS6010,S-AHVE60DP1300,S-GTST-CW-WH-A",SOLACE 5 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
S-GR9S920403AN,Solace 92% AFUE Gas Furnace - S-GR9S920403AN,Solace,solace > furnaces > 40k btu,Brand not allowed: Solace
16-310,"16"" Round End Caps No Crimp",,hvac parts supplies,Brand not allowed: BLANK
34PVCF,"34"" PVC Female Fitting",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
752DWRAP-1,"7.5 Feet 2"" R-6 Duct Wrap for Plenum",,hvac parts supplies,Brand not allowed: BLANK
"S-GLXS5BA3010,S-GR9S920603BNA,S-CAPTA3626B3",SOLACE 2.5 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
S-GPGM34810031,Solace 4 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM34810031,Solace,solace,Brand not allowed: Solace
"S-GLZS5BA6010,S-GR9S921005CNA,S-CHPTA6030D3",SOLACE 5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
5224-A,INFRARED THERMOMETER WITH LASER,Mastercool,tools,Brand not allowed: Mastercool
Y864,8 x 6 x 4 Wye,Southwark,hvac parts supplies,Brand not allowed: Southwark
GASNIP12,1” x 2” fitting,,hvac parts supplies,Brand not allowed: BLANK
904148,4x14x8 90 Degree Boot,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"GLZS5BA4210, AMST42CU13",GOODMAN 3.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
"S-GLZS4BA1810,S-GR9S920403ANA,S-CHPTA2426B3",SOLACE 1.5 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,goodman > dual fuel systems,Brand not allowed: Solace
LS7850,7/8 X 3/8 50 Ft,Ptubes Linesets,hvac parts supplies,Brand not allowed: Ptubes Linesets
S-GPHH36031,Solace 2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHH36031,Solace,solace,Brand not allowed: Solace
GPHM32431,Goodman 2 Ton 13.4 SEER2 Packaged Heat Pump - GPHM32431,Goodman,goodman 1,Title indicates parts/supplies
S-GPGM32406031,Solace 2 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM32406031,Solace,solace,Brand not allowed: Solace
BR1-100,Boot Rails,Gray Metal Products,hvac parts supplies > flat return boots,Brand not allowed: Gray Metal Products
12-406-ASD,"12"" Saddle Collar with Scoop and Damper",,hvac parts supplies,Brand not allowed: BLANK
"S-GLXT7CA4810,S-CAPTA6030C3,S-GRVT960804CN","SOLACE 4 Ton 17.2 SEER2 R-32 96% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,solace,Brand not allowed: Solace
"RP15AY36AJ2NA, R801T0754A17UHSNAS, RCFY3617STANMC",Rheem 3.0 Ton Dual Fuel System - 15.0 SEER2 Heat Pump & 80% AFUE Furnace,Rheem,rheem,Title indicates parts/supplies
17318266745654324028,"SOLACE 3.5 Ton 16.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,,Brand not allowed: Solace
BFLR104,10 x 4 Floor Register Brown,Airscape,hvac parts supplies,Brand not allowed: Airscape
SCHPRT,1/4 in. Schrader Ports (6-Pack),,hvac parts supplies,Brand not allowed: BLANK
JSW75,"3/8"" SAE Flat Washer",,hvac parts supplies,Brand not allowed: BLANK
GAS34TEE,"3/4"" TEE",,hvac parts supplies,Brand not allowed: BLANK
AA8145,Aprilaire Model 8145 Stand Alone Outside Air Ventilator with Built-...,Aprilaire,hvac parts supplies > indoor air quality,Brand not allowed: Aprilaire
5752051016879231262,GOODMAN 3.5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,,Title indicates parts/supplies
S-CHPEA6030C3,Solace 5 Ton R-32 Horizontal Evaporator Coil - S-CHPEA6030C3,Solace,solace,Brand not allowed: Solace
HNGWR01,Hanging Wire / roll,,hvac parts supplies,Brand not allowed: BLANK
"S-GLZS4BA3010,S-AWST30LU1308A",SOLACE 2.5 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Mounted Air Handler,Solace,solace,Brand not allowed: Solace
GLZT7CA4810,Goodman 4 Ton R-32 Heat Pump Condenser - GLZT7CA4810,Goodman,goodman 1,Title indicates parts/supplies
"S-GZV7SA4810,S-AHVE60DP1300,S-GTST-CW-WH-A",SOLACE 4 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"GLZT7CA2410, AMVT30BP1300",GOODMAN 2 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
C SB WP (DB),"ShuBee Shoe Covers up to size 14 boot, Waterproof, Dark Blue 40Per box",ShuBee,hvac parts supplies,Brand not allowed: ShuBee
CE6128,"6x12x8 Center End Boot 6"" x 12"" x 8""",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
S-GPUM34808031,Solace 4 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM34808031,Solace,solace,Brand not allowed: Solace
S-GPHH34231,Solace 2 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHH34231,Solace,solace,Brand not allowed: Solace
"S-GLZS5BA3010,S-GR9S800603ANA,S-CHPTA3026B3",SOLACE 2.5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
S-AMST24BU13,Solace 2 Ton R-32 Air Handler - S-AMST24BU13,Solace,solace,Brand not allowed: Solace
10292919693926312289,"SOLACE 2 Ton 17.5 SEER2 R-32 96% AFUE 40,000 BTU Dual Fuel System (Upflow Coil)",Solace,,Brand not allowed: Solace
S-HKTSN10X1,Solace 10kW Electric Heat Kit - S-HKTSN10X1,Solace,solace,Brand not allowed: Solace
S-GPHH54831,Solace 4 Ton 15.2 SEER2 Packaged Heat Pump - S-GPHH54831,Solace,solace,Brand not allowed: Solace
S-GLXS5BA4810,Solace 4 Ton 15.2 SEER2 R-32 Air Conditioner - S-GLXS5BA4810,Solace,solace,Brand not allowed: Solace
402PVC10-1,"2"" PVC - 40"" Section",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
DSPLEN,D Width Gas Furnace Supply Plenum (23.25 X 19.63 X 36),,hvac parts supplies,Brand not allowed: BLANK
16-406-A,"16"" Saddle Collar",,hvac parts supplies,Brand not allowed: BLANK
GLZS5BA4810,GOODMAN 4 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA4810,Goodman,goodman 1,Title indicates parts/supplies
FG2020,"20 X 20 Stamp Faced Sidewall/Ceiling Return 1"" Filter Grille White",Airscape,hvac parts supplies,Brand not allowed: Airscape
"GLZT7CA4810, AMVT60DP1300",GOODMAN 4 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
815031078348697463,"SOLACE 5 Ton 16.2 SEER2 R-32 96% AFUE 100,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
ELB34,"3/4"" Copper 90",American Air Components,hvac parts supplies > copper fittings solder refrigerant accessories,Brand not allowed: American Air Components
"S-GLXS5BA3610,S-GR9S800604BNA,S-CAPTA3626B3",SOLACE 3 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
6-BI-14TPI,"6"" Bi-Metal 14TPI Sawzall Blade",Spyder,hvac parts supplies > saw blades and drill bits,Brand not allowed: Spyder
GASR134,"1""x3/4"" reducer",,hvac parts supplies,Brand not allowed: BLANK
6429416,"Google Brand - 70"" Class 7 Series LED 4K UHD Smart Tizen TV",GOOG70TU7000,,Brand not allowed: GOOG70TU7000
GFLEX185,"18"" x 1/2"" GAS FLEX CONNECTOR",,hvac parts supplies,Brand not allowed: BLANK
14COL,"14"" Starting Collar Take Off - Snap Lock",Southwark,hvac parts supplies,Brand not allowed: Southwark
3020400709199831917,"SOLACE 4 Ton 16.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Upflow 5 Ton Coil)",Solace,,Brand not allowed: Solace
4592362722286060165,GOODMAN 4 Ton Variable Capacity 17.5 SEER2 R-32 96% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Horizontal Coil),Goodman,,Title indicates parts/supplies
GLZS5BA2410,GOODMAN 2 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA2410,Goodman,goodman 1,Title indicates parts/supplies
"GLZS5BA3610, AWST36SU1310",GOODMAN 3 Ton 15.2 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 10kw Heat Kit,Goodman,goodman 1,Title indicates parts/supplies
RXC18AXVJU,Daikin ENTRA 18 SEER2 18K BTU Heat Pump,Daikin,daikin,Brand not allowed: Daikin
2PVC45,"PVC 2"" 45 Elbow",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
16CIDRYER,16 C.I. Bi-Flow Dryer,Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
"GLZS5BA3010, AWST30SU1308",GOODMAN 2.5 Ton 15.2 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 8kw Heat Kit,Goodman,goodman 1,Title indicates parts/supplies
RP15AY36AJ2NA,RHEEM 3.0 Ton 15.2 SEER2 Two-Stage Heat Pump,Rheem,rheem,Title indicates parts/supplies
146STACK,14 X 6 Stackhead Boot,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
GLZT7CA6010,Goodman 5 Ton R-32 Heat Pump Condenser - GLZT7CA6010,Goodman,goodman 1,Title indicates parts/supplies
YLWRN01,Yellow Wire Nuts (100 ct. Box),,hvac parts supplies,Brand not allowed: BLANK
S-GLZS4BA4810,Solace 4 Ton 14.3 SEER2 R-32 Heat Pump - S-GLZS4BA4810,Solace,goodman 1,Brand not allowed: Solace
GLZS5BA4210,GOODMAN 3.5 Ton 15.2 SEER2 R-32 Heat Pump — GLZS5BA4210,Goodman,goodman 1,Title indicates parts/supplies
"GLZS4BA3010, AWST30SU1308",GOODMAN 2.5 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 8kw Heat Kit,Goodman,goodman 1,Title indicates parts/supplies
SNDCLTH1,Sanding Cloth,,hvac parts supplies,Brand not allowed: BLANK
6-BI-6TPI,"6"" Bi-Metal 6TPI Sawzall Blade",Spyder,hvac parts supplies > saw blades and drill bits,Brand not allowed: Spyder
S-AMVT42CP1300,Solace 3.5 Ton R-32 Air Handler - S-AMVT42CP1300,Solace,solace,Brand not allowed: Solace
"GZV7SA4810, AHVE60DP1300, GTST-CW-WH-A",GOODMAN 4 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
403PVC10-1,"3"" PVC - 40"" Section",American Air Components,hvac parts supplies,Brand not allowed: American Air Components
AACL08,"Aprilaire 8"" Round Damper 2 Wire Normally Closed Ventilation Damper...",Aprilaire,hvac parts supplies > aprilaire zoning,Brand not allowed: Aprilaire
FF1625/2025,"16 x 25 x 4 & 20 x 25 x 4 Universal MERV 11 Filter Replacement 16"" ...",,hvac parts supplies,Brand not allowed: BLANK
H-SG16,HydroBalance Sludge Gun Flush Fluid 19.5oz NetWt Can,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
S-GPHM34231,Solace 3.5 Ton 13.4 SEER2 Packaged Heat Pump - S-GPHM34231,Solace,solace,Brand not allowed: Solace
H-FG64,HydroBalance Multi-Ratio Foam Gun 0.5 Gallon Capacity,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
"S-GLXS4BA2410,S-GR9S800403ANA,S-CAPTA2422A3",SOLACE 2 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
S-GRVT960803BN,"Solace 80,000 BTU 96% AFUE Gas Furnace - S-GRVT960803BN",Solace,solace,Brand not allowed: Solace
"S-GLZS5BA2410,S-AWST24SU1305",SOLACE 2 Ton 15.2 SEER2 R-32 Heat Pump System with Wall-Mounted Air Handler,Solace,solace,Brand not allowed: Solace
UVDYE1,UV Dye,VAPCO,hvac parts supplies,Brand not allowed: VAPCO
C165+OIL,UEi C165+OIL Combustion Analyzer for Oil-Fired Appliances,UEI,tools,Brand not allowed: UEI
Y12108,12 x 10 x 8 Wye,Southwark,hvac parts supplies,Brand not allowed: Southwark
10-310,"10"" Round End Caps No Crimp",,hvac parts supplies,Brand not allowed: BLANK
GLZS4BA2410,Goodman GLZS4BA2410 2 Ton R-32 Heat Pump,Goodman,goodman 1,Title indicates parts/supplies
2CONVENT,"2"" CONCENTRIC VENT KIT",,hvac parts supplies,Brand not allowed: BLANK
12SEALT100,½” Non-Metallic Sealtite pipe 100',,hvac parts supplies,Brand not allowed: BLANK
SAUERMSUUP,Sauermann Mini Split Under Unit Condensation Pump 240V & 120V 240V,Sauerman,hvac parts supplies,Brand not allowed: Sauerman
FTXV15AVJU9,Daikin Hi-Wall Style Series 15K BTU Hi-Wall Fan Coil Multi Zone R-32,Daikin,daikin,Brand not allowed: Daikin
"RP15AY18AJ2NA, RH2VY2417STACNJ, WRX05021",Rheem R-454B 1.5 Ton 16 SEER2 Complete Heat Pump System 5kW,Rheem,rheem,Title indicates parts/supplies
S-GLZS5BA6010,Solace 5 Ton 15.2 SEER2 R-32 Heat Pump - S-GLZS5BA6010,Solace,solace,Brand not allowed: Solace
1502UR,Beckett Safety Control Switch,,hvac parts supplies,Brand not allowed: BLANK
378832644765150705,"SOLACE 3 Ton 16.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,,Brand not allowed: Solace
PLENCSB,C Width Air Handler Return Support Plenum Box NO FILTER RACK (21 x ...,,hvac parts supplies,Brand not allowed: BLANK
GASNIP112,1” x 12” fitting,,hvac parts supplies,Brand not allowed: BLANK
70029,MINI COPPER TUBE CUTTER,Mastercool,tools,Brand not allowed: Mastercool
"S-GLXS5BA2410,S-GR9S800403ANA,S-CAPTA2422A3",SOLACE 2 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
115UNIIBM1075,1/5-3/4 Multi-Horsepower Universal Indoor Blower Motor 115V 1075 RP...,,hvac parts supplies,Brand not allowed: BLANK
"GLZT7CA6010, AMVT60DP1300",GOODMAN 5 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
Prime,Solace Wi-Fi Touch Screen Thermostat Prime Edition,Solace,hvac parts supplies,Brand not allowed: Solace
GLZS4BA4210,Goodman GLZS4BA4210 3.5 Ton R-32 Heat Pump,Goodman,goodman 1,Title indicates parts/supplies
34SEALT100,¾” Non-Metallic Sealtite pipe 100',,hvac parts supplies,Brand not allowed: BLANK
A3B5,Toddler Girl's Google Brand Organic Cotton Sweatshirt in Bright Blue Size 18 months,,,Brand not allowed: BLANK
"S-GLZS4BA4810,S-AMST48CU13",SOLACE 4 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLXS5BA1810,S-GR9S800403ANA,S-CHPTA2426B3",SOLACE 1.5 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
S-GLXS4BA6010,Solace 5 Ton 14.3 SEER2 R-32 Air Conditioner - S-GLXS4BA6010,Solace,goodman > air conditioners > 5 ton,Brand not allowed: Solace
PLENAHSB,"B Width Air Handler Supply Plenum (12.13 X 16.5 X 36) 13"" x 16""",,hvac parts supplies,Brand not allowed: BLANK
34TRACSTR,3/4” Trac Pipe Straight Male Fittings,,hvac parts supplies,Brand not allowed: BLANK
GLZS4BA6010,Goodman GLZS4BA6010 5 Ton R-32 Heat Pump,Goodman,goodman 1,Title indicates parts/supplies
C165+,UEi C165+ Residential/Commercial Combustion Analyzer,UEI,tools,Brand not allowed: UEI
GPHH33031,Goodman 2 Ton 13.4 SEER2 Packaged Heat Pump - GPHH33031,Goodman,goodman 1,Title indicates parts/supplies
FRG1414,14 x 14 Floor Return Grille Brown,Airscape,hvac parts supplies,Brand not allowed: Airscape
SINGNGBX,Single Gang Box,,hvac parts supplies,Brand not allowed: BLANK
11370474489992714866,"SOLACE 2 Ton 17.5 SEER2 R-32 96% AFUE 40,000 BTU Dual Fuel System (Horizontal Coil)",Solace,,Brand not allowed: Solace
"S-GLXS4BA6010,S-GR9S801005CNA,S-CAPTA6030C3",SOLACE 5 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
"S-GLXS4BA3010,S-AWST30LU1308A",SOLACE 2.5 Ton 14.3 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler,Solace,solace,Brand not allowed: Solace
LS3425,3/4 X 3/8 25 Ft,Ptubes Linesets,hvac parts supplies,Brand not allowed: Ptubes Linesets
RHRETST800SYS,Rheem EcoNet 800 Smart Thermostat RHRETST800SYS,Rheem,rheem,Title indicates parts/supplies
S-GZV6SA1810,Solace 1.5 Ton 16.2 SEER2 R-32 Heat Pump - S-GZV6SA1810,Solace,solace,Brand not allowed: Solace
WTOE214,2 x 14 Toe Kick Grille White,Airscape,hvac parts supplies,Brand not allowed: Airscape
EZPRO-12-HP-11516D-O,EasyPro 5th Generation 12k BTU 115V System,MRCOOL,mrcool > mrcool,Brand not allowed: MRCOOL
UVF6,"6"" x 25' Uninsulated Vent Flex",,hvac parts supplies,Brand not allowed: BLANK
S-AMST36BU13,Solace 3 Ton R-32 Air Handler - S-AMST36BU13,Solace,solace,Brand not allowed: Solace
3WAY106,10 x 6 3 Way Stamped Face Register White,Airscape,hvac parts supplies,Brand not allowed: Airscape
GASCNIP1,"1"" Close fitting",,hvac parts supplies,Brand not allowed: BLANK
"S-GLZT7CA4810,S-AMVT60DP1300",SOLACE 4 Ton 17.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLZS4BA6010,S-GR9S921005CNA,S-CHPTA6030D3",SOLACE 5 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,goodman 1,Brand not allowed: Solace
14602951818173053043,GOODMAN 5 Ton Variable Capacity 17.5 SEER2 R-32 80% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Horizontal Coil),Goodman,,Title indicates parts/supplies
62WIRE1,6-2 High Voltage Wire by the foot,,hvac parts supplies,Brand not allowed: BLANK
8SW90,"8"" Singlewall Adjustable 90 Degree Elbow",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
115SWTCH,115V Wall Furnace Switch,,hvac parts supplies,Brand not allowed: BLANK
C161,Residential Combustion Analyzer,UEI,tools,Brand not allowed: UEI
"S-GLXS4BA4810,S-GR9S920804CNA,S-CAPTA6030C3",SOLACE 4 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
PAN3060,30x60 Drain pan with no hole (Horizontal Application),,hvac parts supplies > drain pans and mounting accessories,Brand not allowed: BLANK
GZV7SA6010,GOODMAN GZV7SA6010 - 5.0 Ton 17.5 SEER2 Variable-Speed Heat Pump,Goodman,goodman 1,Title indicates parts/supplies
34TRAC1,"3/4"" Trac Pipe by the foot",,hvac parts supplies,Brand not allowed: BLANK
"S-GLXT7CA2410,S-AMVT24BP1300",SOLACE 2 Ton 17.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
RXC09AXVJU,Daikin ENTRA 18 SEER2 9K BTU Heat Pump,Daikin,daikin,Brand not allowed: Daikin
CLAMP15,"1.5"" Line Set Snap Mounting Clamp For Line Set",,hvac parts supplies,Brand not allowed: BLANK
MPA5285G0030301,">B< Maxipro 3/8""x3/8"" Flare Adaptor",Conex Bänninger,hvac parts supplies,Brand not allowed: Conex Bänninger
"S-GZV6SA2410,S-AHVE24BP1300,S-GTST-CW-WH-A",SOLACE 2 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLXS5BA3610,S-GR9S920603BNA,S-CAPTA3626B3",SOLACE 3 Ton 15.2 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
12COL,"12"" Starting Collar Take Off - Snap Lock",Southwark,hvac parts supplies,Brand not allowed: Southwark
S-GPGM53608031,Solace 3 Ton 15.2 SEER2 Packaged Gas/Electric - S-GPGM53608031,Solace,solace,Brand not allowed: Solace
S-GXV6SS6010,Solace 5 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS6010,Solace,solace,Brand not allowed: Solace
R604,"4"" R-6 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
"S-GXV6SS3610,S-AHVE36CP1300,S-GTST-CW-WH-A",SOLACE 3 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
40A2PBR,40A 2 Pole 230V Breaker,,hvac parts supplies,Brand not allowed: BLANK
S-AHVE24BP1300,Solace 2 Ton R-32 Air Handler - S-AHVE24BP1300,Solace,solace,Brand not allowed: Solace
AABYP10,"Aprilaire 10"" Round Barometric By-Pass Damper",Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
"S-GLZS5BA1810,S-AMST24BU13",SOLACE 1.5 Ton 15.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
RED65,6-5 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
CAP253MF,25/3 MF / 440 VA 440V 25+3 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
"GLZS4BA2410, AMST24BU13",GOODMAN 2 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
BPLENFR,"Furnace Return Air Plenum - B Width (17.5"")",,hvac parts supplies,Brand not allowed: BLANK
