offer_id,title,brand,product_type,exclude_reason
"S-GLZS4BA4210,S-GR9S800804CNA,S-CAPTA4230C3",SOLACE 3.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
RSWG146,14 x 6 Stamp Faced Sidewall/Ceiling Return Grille White,Airscape,hvac parts supplies,Brand not allowed: Airscape
DT720,Dual Input Thermometer,UEI,tools,Brand not allowed: UEI
"GLZS5BA3610, AWST36SU1308",GOODMAN 3 Ton 15.2 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler AND 8kw Heat Kit,Goodman,goodman 1,Title indicates parts/supplies
"S-GLZS5BA1810,S-GR9S800403ANA,S-CHPTA2426B3",SOLACE 1.5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
H-2600,HydroBalance Vacuum Pump Oil 1 Quart Bottle w/ Flip Top,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
S-CAPTA3626B3,Solace 3 Ton R-32 Upflow Evaporator Coil - S-CAPTA3626B3,Solace,solace,Brand not allowed: Solace
"S-GXV6SS4810,S-AHVE48CP1300,S-GTST-CW-WH-A",SOLACE 4 Ton 16.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLXS5BA3610,S-AWST36LU1308",SOLACE 3 Ton 15.2 SEER2 R-32 Air Conditioning System with Wall-Mounted Air Handler,Solace,solace,Brand not allowed: Solace
AA163W,"Aprilaire 16"" Round Damper 2 Wire Normally Open Zone Damper Model #...",Aprilaire,hvac parts supplies > aprilaire zoning,Brand not allowed: Aprilaire
CD100A,Combustible Gas Leak Detector,UEI,tools,Brand not allowed: UEI
511KIT,Heat Pump Install Kit,UEI,tools,Brand not allowed: UEI
"S-GZV6SA6010,S-AHVE60DP1300,S-GTST-CW-WH-A",SOLACE 5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLXS4BA3610,S-GR9S920603BNA,S-CAPTA3626B3",SOLACE 3 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
MPA5285G0040401,">B< Maxipro 1/2""x1/2"" Flare Adaptor",Conex Bänninger,hvac parts supplies,Brand not allowed: Conex Bänninger
S-GPUM33606031,Solace 3 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPUM33606031,Solace,solace,Brand not allowed: Solace
S-GLZS4BA3610,Solace 3 Ton 14.3 SEER2 R-32 Heat Pump - S-GLZS4BA3610,Solace,goodman 1,Brand not allowed: Solace
GASCNIP34,3/4” Close fitting,,hvac parts supplies,Brand not allowed: BLANK
S-GXV6SS3010,Solace 2.5 Ton 16.2 SEER2 R-32 Air Conditioner - S-GXV6SS3010,Solace,solace,Brand not allowed: Solace
"GLZS4BA4210, GR9S800804CNA, CHPTA4230C3",GOODMAN 3.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Horizontal Coil),Goodman,goodman 1,Title indicates parts/supplies
12SADDLE,"12"" Saddle Collar",Southwark,hvac parts supplies,Brand not allowed: Southwark
AA50RLY,Aprilaire Model 50 Current Sensing Relay,Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
HA1,Hermetic Compressor Analyzer,UEI,tools,Brand not allowed: UEI
UNIS92,Single-Stage Multi-Speed Gas Furnace UNIS92,,hvac parts supplies,Brand not allowed: BLANK
"GLZS4BA6010, AMST60DU13",GOODMAN 5 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
"S-GLZS4BA4210,S-GR9S920804CNA,S-CAPTA4230C3",SOLACE 3.5 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
S-GZV6SA3010,Solace 2.5 Ton 16.2 SEER2 R-32 Heat Pump - S-GZV6SA3010,Solace,solace,Brand not allowed: Solace
"S-GLZS4BA3610, S-AWST36SU1310",SOLACE 3 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Mounted Air Handler W/10KW Heat Kit,Solace,solace,Brand not allowed: Solace
RED1210,12-10 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
78INSUV,"7/8"" Insulation UV Rated",,hvac parts supplies,Brand not allowed: BLANK
CAP405MF,40/5 MF / 440 VA 440V 40+5 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
10SADDLE,"10"" Saddle Collar",Southwark,hvac parts supplies,Brand not allowed: Southwark
PLENAHSC,"C Width Air Handler Supply Plenum (12.13 X 21.5 X 36) 13"" x 21""",,hvac parts supplies,Brand not allowed: BLANK
S-CAPEA6030C3,Solace 5 Ton R-32 Upflow Evaporator Coil - S-CAPEA6030C3,Solace,solace,Brand not allowed: Solace
RXQ09ASBU9,Daikin OTERRA 18 SEER2 9K BTU Heat Pump R-32,Daikin,daikin,Brand not allowed: Daikin
"S-GLXS4BA4810,S-GR9S800804CNA,S-CAPTA6030C3",SOLACE 4 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
"S-GLXS4BA3010,S-GR9S920603BNA,S-CAPTA3626B3",SOLACE 2.5 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
GAS1CAP,1” Tee Caps,,hvac parts supplies,Brand not allowed: BLANK
MSL1450,"1/4"" X 3/8"" 50 Ft Mini-split",Ptubes Linesets,hvac parts supplies,Brand not allowed: Ptubes Linesets
JQK19W,"2"" white register screws 100 count",,hvac parts supplies,Brand not allowed: BLANK
ELECTPE,Electrical Tape,,hvac parts supplies,Brand not allowed: BLANK
"S-GLZS5BA6010,S-GR9S801005CNA,S-CAPTA6030C3",SOLACE 5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
"GLZS5BA2410, AWST24SU1305",GOODMAN 2 Ton 15.2 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler,Goodman,goodman 1,Title indicates parts/supplies
"RP14AY42AJ2NA, RH2TY4821STANNJ, WRX10021",Rheem R-454B 3.5 Ton 14.3 SEER2 Complete Heat Pump System 10kW,Rheem,rheem,Title indicates parts/supplies
ZC-02,HydroBalance Zip Clean Evap Cleaner Aerosol 18oz NetWt,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
"S-GLXS4BA4210,S-GR9S800804CNA,S-CAPTA4230C3",SOLACE 3.5 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
S-AHVE60DP1300,Solace 5 Ton R-32 Air Handler - S-AHVE60DP1300,Solace,solace,Brand not allowed: Solace
FTXV12AVJU9,Daikin Hi-Wall Style Series 12K BTU Hi-Wall Fan Coil Multi Zone R-32,Daikin,daikin,Brand not allowed: Daikin
S-0230K00044,Solace R-32 Furnace Integration Kit - S-0230K00044,Solace,solace,Brand not allowed: Solace
S-GPHH54231,Solace 3.5 Ton 15.2 SEER2 Packaged Heat Pump - S-GPHH54231,Solace,solace,Brand not allowed: Solace
"S-GLZS5BA3010,S-GR9S920603BNA,S-CHPTA3026B3",SOLACE 2.5 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
GASR3412,¾”x½” Reducer,,hvac parts supplies,Brand not allowed: BLANK
15489689991553436268,"SOLACE 2 Ton 16.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
WSTK31036,"Trunk line with out end caps (3.25 x 10 x 36) 25"" x 10"" x 36"" HVAC ...",,hvac parts supplies,Brand not allowed: BLANK
GHB-9-2,Pipe Heating Cable 9.84 ft 230 Volt,,tools,Brand not allowed: BLANK
34LTFIT,¾” Straight Liquid Tight Fittings,,hvac parts supplies,Brand not allowed: BLANK
"S-GLXS5BA6010,S-AMST60DU13",SOLACE 5 Ton 15.2 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
CAP403MF,40/3 MF / 440 VA 440V 40+3 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
"S-GLXT7CA4810,S-CHPTA6030D3,S-GRVT960804CN","SOLACE 4 Ton 17.2 SEER2 R-32 96% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Horizontal Coil)",Solace,solace,Brand not allowed: Solace
"S-GLXS5BA3010,S-GR9S800603ANA,S-CAPTA3022A3",SOLACE 2.5 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
GASNIP14,1” x 4” fitting,,hvac parts supplies,Brand not allowed: BLANK
GM3465,TuttoKool Universal Condensing Fan Motor 1/3 to 1/6 208-230V 1075 R...,,hvac parts supplies,Brand not allowed: BLANK
55800,INTELLASENSE REFRIGERANT LEAK DETECTOR,Mastercool,tools,Brand not allowed: Mastercool
RP15AY18AJ2NA,RHEEM 1.5 Ton 15.2 SEER2 Two-Stage Heat Pump,Rheem,rheem,Title indicates parts/supplies
S-GPCH32431,Solace 2 Ton 13.4 SEER2 Packaged Air Conditioner - S-GPCH32431,Solace,solace,Brand not allowed: Solace
"S-GLXS4BA3610,S-GR9S800604BNA,S-CAPTA3626B3",SOLACE 3 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace > split gas systems > 3 ton,Brand not allowed: Solace
"GZV7SA6010, AHVE60DP1300, GTST-CW-WH-A",GOODMAN 5 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
"S-GLZS4BA4810,S-GR9S800804CNA,S-CAPTA6030C3",SOLACE 4 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
"S-GLZS4BA4810,S-GR9S920804CNA,S-CHPTA4830C3",SOLACE 4 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,goodman > dual fuel systems,Brand not allowed: Solace
ZIPTIE36,"36"" Zip Ties / Tytons (50 ct. Bag)",American Air Components,hvac parts supplies > tape sealants screws fasteners accessories,Brand not allowed: American Air Components
"RXC18AXVJU, FTXC18AXVJU",Daikin ENTRA 18 SEER2 18K BTU Heat Pump and 18K BTU Hi-Wall Fan Coil,Daikin,daikin,Brand not allowed: Daikin
S-GZV7SA4810,Solace 4 Ton 17.5 SEER2 R-32 Heat Pump - S-GZV7SA4810,Solace,solace,Brand not allowed: Solace
UNIHSI1,Universal Hot Surface Ignitor,,hvac parts supplies,Brand not allowed: BLANK
"RP14AY60AJ2NA, RH2TY6024STANNJ, WRX10021",Rheem R-454B 5.0 Ton 14.3 SEER2 Complete Heat Pump System 10kW,Rheem,rheem,Title indicates parts/supplies
S-HKTSD15XA,Solace 15kW Electric Heat Kit - S-HKTSD15XA,Solace,solace,Brand not allowed: Solace
"S-GLXS5BA4810,S-GR9S800804CNA,S-CAPTA6030C3",SOLACE 4 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
15069386091597494198,"SOLACE 3 Ton 16.2 SEER2 R-32 80% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
520KIT,Goodman Single-Stage Multi-Speed Gas Furnace 520KIT,UEI,tools,Brand not allowed: UEI
R806,"6"" R-8 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
BSPLEN,B Width Gas Furnace Supply Plenum (16.25 X 19.63 X 36),,hvac parts supplies,Brand not allowed: BLANK
S-AWST36LU1308A,Solace 3 Ton R-32 Wall-Mount Air Handler - S-AWST36LU1308A,Solace,solace,Brand not allowed: Solace
1768190916509096490,"SOLACE 3.5 Ton 17.5 SEER2 R-32 96% AFUE 80,000 BTU Dual Fuel System (Horizontal Coil)",Solace,,Brand not allowed: Solace
AAC2020,Aprilaire 1310 Media Air Cleaner (20x20),Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
"S-GLZS5BA4810,S-GR9S800804CNA,S-CAPTA6030C3",SOLACE 4 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
S-GRVT800805CN,"Solace 80,000 BTU 80% AFUE Gas Furnace - S-GRVT800805CN",Solace,solace,Brand not allowed: Solace
"RP15AY60AJ2NA, R801T1255A24UHSNAS, RCFY6024STANMC",Rheem 5.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 80% AFUE Furnace,Rheem,rheem,Title indicates parts/supplies
S-CHPEA4830C3,Solace 4 Ton R-32 Horizontal Evaporator Coil - S-CHPEA4830C3,Solace,solace,Brand not allowed: Solace
S-GLZT7CA4810,Solace 4 Ton 17.2 SEER2 R-32 Heat Pump - S-GLZT7CA4810,Solace,solace,Brand not allowed: Solace
SLVRTP01,Silver Tape,,hvac parts supplies,Brand not allowed: BLANK
BRSCAP6,Brass Valve Caps (6 Pack),,hvac parts supplies,Brand not allowed: BLANK
1430861367570032913,"SOLACE 2 Ton 16.2 SEER2 R-32 96% AFUE 40,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
AA6203K,Aprilaire Zone Board 1 Heat & 1 Cool Single Stage 3 Zone Gas System...,Aprilaire,hvac parts supplies > aprilaire zoning,Brand not allowed: Aprilaire
"RP14AY48AJ2NA, R921T1005A21M4SNAS, RCFY4821STANMC","Rheem 4.0 Ton Heat Pump System 14.3 SEER2 with 100,000 BTU 92% AFUE Furnace - R-454B",Rheem,rheem,Title indicates parts/supplies
AA-80PT-DEHU,Aprilaire Model E080 Crawl Space Dehumidifier,Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
GLZS4MA3610,Goodman 3.0 Ton Heat Pump 14.3 SEER2 7.8 HSPF2 Single-Stage R-32 - GLZS4MA3610,Goodman,goodman 1,Title indicates parts/supplies
H-SG25,HydroBalance Sludge Gun / Flushing Tool Refillable Kit,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
"RXQ12ASBU9, FTXQ12ASBU9",Daikin OTERRA 18 SEER2 12K BTU Heat Pump R-32 and 12K BTU Hi-Wall Fan Coil R-32,Daikin,daikin,Brand not allowed: Daikin
DTHA2,Wireless Airflow/ Humidity/ Temperature Meter,UEI,tools,Brand not allowed: UEI
7613076351393631767,"SOLACE 5 Ton 16.2 SEER2 R-32 80% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
CAP255MF,25/5 MF / 440 VA 440V 25+5 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
OC141412,"Return Air Boot Side Outlet 14 x 14 x 12"" round collar",Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
"S-GLXS5BA6010,S-GR9S801005CNA,S-CAPTA6030C3",SOLACE 5 Ton 15.2 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Upflow Coil),Solace,solace,Brand not allowed: Solace
R616,"16"" R-6 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
PF2025,20x25x1” Pleated Filter,GlassFloss,hvac parts supplies,Brand not allowed: GlassFloss
SPY19025,Spyder Mach-Blue 2-Piece 1/4-in Step Drill Bit Set (1/8-in to 7/8-in),Spyder,tools > spyder products > drill bits blades and hole saws,Brand not allowed: Spyder
RED1412,14-12 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
HUB8,Smart Refrigerant Probes Deluxe Kit w/ Vacuum Gauge,UEI,tools,Brand not allowed: UEI
"RP15AY24AJ2NA, RH2TY2417STANNJ, WRX05021",Rheem R-454B 2.0 Ton 15.2 SEER2 Complete Heat Pump System 5kW,Rheem,rheem,Title indicates parts/supplies
AAA,AAA Batteries,,hvac parts supplies,Brand not allowed: BLANK
PVCPRM1,"1"" PVC Primer",,hvac parts supplies,Brand not allowed: BLANK
S-GR9S921005CN,Solace 92% AFUE Gas Furnace - S-GR9S921005CN,Solace,solace > furnaces > 100k btu,Brand not allowed: Solace
GASNIP124,1/2” x 4” fitting,,hvac parts supplies,Brand not allowed: BLANK
S-GPHM53031,Solace 2.5 Ton 15.2 SEER2 Packaged Air Conditioner - S-GPHM53031,Solace,solace,Brand not allowed: Solace
08-406-ASD,"08"" Saddle Collar with Scoop and Damper",,hvac parts supplies,Brand not allowed: BLANK
3PVCC,3” PVC Coupling,American Air Components,hvac parts supplies,Brand not allowed: American Air Components
PF2022,20x22x1” Pleated Filter,GlassFloss,hvac parts supplies,Brand not allowed: GlassFloss
6429416,"Google Brand - 70"" Class 7 Series LED 4K UHD Smart Tizen TV",GOOG70TU7000,,Brand not allowed: GOOG70TU7000
PF1620,16x20x1” Pleated Filter,GlassFloss,hvac parts supplies,Brand not allowed: GlassFloss
S-GRVT961005CN,"Solace 100,000 BTU 96% AFUE Gas Furnace - S-GRVT961005CN",Solace,solace,Brand not allowed: Solace
70082,A/C RATCHET WRENCH,Mastercool,tools,Brand not allowed: Mastercool
C161OIL,Residential Combustion Analyzer for Gas & Oil-Fired Appliances,UEI,tools,Brand not allowed: UEI
R812,"12"" R-8 Flex",Quality Flex,hvac parts supplies,Brand not allowed: Quality Flex
7762047851210346470,"SOLACE 2.5 Ton 16.2 SEER2 R-32 96% AFUE 60,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
MSL145850,"1/4"" x 5/8"" 50ft mini-split",Ptubes Linesets,hvac parts supplies,Brand not allowed: Ptubes Linesets
S-GPGM36008031,Solace 5 Ton 13.4 SEER2 Packaged Gas/Electric - S-GPGM36008031,Solace,solace,Brand not allowed: Solace
"S-GZV6SA3610,S-AHVE36CP1300,S-GTST-CW-WH-A",SOLACE 3 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLZS4BA4210,S-AMST42CU13",SOLACE 3.5 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace > split heat pump systems > 3 5 ton,Brand not allowed: Solace
2DWRAP,"2"" Roll R-6 Duct Wrap",,hvac parts supplies,Brand not allowed: BLANK
1740275124429827671,"SOLACE 3.5 Ton 17.5 SEER2 R-32 96% AFUE 80,000 BTU Dual Fuel System (Upflow Coil)",Solace,,Brand not allowed: Solace
LIQVALV,3/4 Liquid Line Valve,,hvac parts supplies,Brand not allowed: BLANK
"GLZS4BA1810, GR9S800403ANA, CHPTA2426B3",GOODMAN 1.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Horizontal Coil),Goodman,goodman 1,Title indicates parts/supplies
"GLZS4BA1810, AMST24BU13",GOODMAN 1.5 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
GAS341212T,¾x½x½ Tee,,hvac parts supplies,Brand not allowed: BLANK
LS7825,7/8 X 3/8 25 Ft,Ptubes Linesets,hvac parts supplies,Brand not allowed: Ptubes Linesets
"S-GLZS4BA3010,S-GR9S920603BNA,S-CHPTA3026B3",SOLACE 2.5 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,goodman 1,Brand not allowed: Solace
S-GR9S920803BN,Solace 92% AFUE Gas Furnace - S-GR9S920803BN,Solace,solace > furnaces > 80k btu,Brand not allowed: Solace
3WAY146,14 x 6 3 Way Stamped Face Register White,Airscape,hvac parts supplies,Brand not allowed: Airscape
COUP78,"7/8"" Copper Coupling",American Air Components,hvac parts supplies > copper fittings solder refrigerant accessories,Brand not allowed: American Air Components
"S-GLZS4BA4210,S-GR9S920804CNA,S-CHPTA4230C3",SOLACE 3.5 Ton 14.3 SEER2 R-32 92% AFUE Dual Fuel System (Horizontal Coil),Solace,goodman 1,Brand not allowed: Solace
38HEX01,"3/8""-16 Hex Nut",,,Brand not allowed: BLANK
BBLWRN01,Large Blue Wire Nuts (50 ct. Box),,hvac parts supplies,Brand not allowed: BLANK
DCTTP01,Black Duct Tape,,hvac parts supplies,Brand not allowed: BLANK
"GZV6SA2410, AHVE24BP1300, HKTSN05X1, GTST-CW-WH-A",GOODMAN 2 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
"S-GLXS4BA4810,S-GR9S920804CNA,S-CHPTA4830C3",SOLACE 4 Ton 14.3 SEER2 R-32 92% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,goodman 1,Brand not allowed: Solace
TK800-60,Refrigerant Charging Hoses,,tools,Brand not allowed: BLANK
"RP14AY24AJ2NA, RH2TY2417STANNJ, WRX05021",Rheem R-454B 2.0 Ton 14.3 SEER2 Complete Heat Pump System 5kW,Rheem,rheem,Title indicates parts/supplies
"GLZS4BA3010, GR9S800603ANA, CAPTA3022A3",GOODMAN 2.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel Heat Pump System (Upflow Coil),Goodman,goodman 1,Title indicates parts/supplies
"S-GZV6SA4210,S-AHVE42CP1300,S-GTST-CW-WH-A",SOLACE 3.5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLZS4BA2410,S-AMST24BU13",SOLACE 2 Ton 14.3 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
H-401,HydroBalance Hydro-Coil Concentrate 1 Gal Bottle Self-Rinsing Evaporator Coil Cleaner,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
"S-GLZS5BA4210,S-GR9S800804CNA,S-CHPTA4230C3",SOLACE 3.5 Ton 15.2 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
RED53,5-3 Singlewall Reducer,Gray Metal Products,hvac parts supplies,Brand not allowed: Gray Metal Products
102WIRE1,Electrical Component 102WIRE1,,hvac parts supplies,Brand not allowed: BLANK
CS-100,HydroBalance Sta-Clean Pan Strips 1 Strip up to 2.5 Ton,HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
S-AMVT30BP1300,Solace 2.5 Ton R-32 Air Handler - S-AMVT30BP1300,Solace,solace,Brand not allowed: Solace
CAP505MF,50/5 MF / 440 VA 440V 50+5 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
H-1101,"HydroBalance Hydro-Kleen Concentrate Non-Acid, Foaming, Air-Cooled Condenser Cleaner",HydroBalance,hvac parts supplies,Brand not allowed: HydroBalance
CAP20MF,20 MF / 440 VA 440V 20 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
"GZV7SA4210, AHVE60DP1300, GTST-CW-WH-A",GOODMAN 3.5 Ton 17.5 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Goodman,goodman 1,Title indicates parts/supplies
CAP5MF,5 MF / 440 VA 440V 5 MFD HVAC Capacitor,Hartland Controls,hvac parts supplies,Brand not allowed: Hartland Controls
S-GLXS4BA4810,Solace 4 Ton 14.3 SEER2 R-32 Air Conditioner - S-GLXS4BA4810,Solace,goodman > air conditioners,Brand not allowed: Solace
1FLTMTLS,1” Flat Metal Duct Strap / roll,,hvac parts supplies,Brand not allowed: BLANK
FG1414,"14 x 14 Stamp Faced Sidewall/Ceiling Return 1"" Filter Grille White",Airscape,hvac parts supplies,Brand not allowed: Airscape
GPHH34231,Goodman 2 Ton 13.4 SEER2 Packaged Heat Pump - GPHH34231,Goodman,goodman 1,Title indicates parts/supplies
AAC2520,Aprilaire 1910 Media Air Cleaner (25x20),Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
"S-GLZS4BA4210,S-GR9S800804CNA,S-CHPTA4230C3",SOLACE 3.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Horizontal Coil),Solace,goodman 1,Brand not allowed: Solace
PG8J936D210B1805AP,ADP 3 Ton R-410A Cased Evaporator Coil - PG8J936D210B1805AP,,clearance,Brand not allowed: BLANK
"S-GLZS5BA2410,S-GR9S920403ANA,S-CAPTA2422A3",SOLACE 2 Ton 15.2 SEER2 R-32 92% AFUE Dual Fuel System (Upflow Coil),Solace,solace,Brand not allowed: Solace
18COL,"18"" Starting Collar Take Off - Snap Lock",Southwark,hvac parts supplies,Brand not allowed: Southwark
CLRTUB01,"3/8"" Clear Tubing",,hvac parts supplies,Brand not allowed: BLANK
AA62,Aprilaire Automatic Digital Humidifier Control For Model 800 Steam ...,Aprilaire,hvac parts supplies,Brand not allowed: Aprilaire
S-GPHH52431,Solace 2 Ton 15.2 SEER2 Packaged Heat Pump - S-GPHH52431,Solace,solace,Brand not allowed: Solace
"S-GLXS4BA2410,S-AMST24BU13",SOLACE 2 Ton 14.3 SEER2 R-32 Air Conditioning System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
"S-GLZS4BA3010,S-GR9S800603ANA,S-CAPTA3022A3",SOLACE 2.5 Ton 14.3 SEER2 R-32 80% AFUE Dual Fuel System (Upflow Coil),Solace,goodman 1,Brand not allowed: Solace
"S-GZV6SA1810,S-AHVE24BP1300,S-GTST-CW-WH-A",SOLACE 1.5 Ton 16.2 SEER2 R-32 Heat Pump System with Multi-Positional Air Handler,Solace,solace,Brand not allowed: Solace
2995656972655772250,GOODMAN 4 Ton Variable Capacity 17.5 SEER2 R-32 96% AFUE Dual Fuel System with ComfortNet Smart Thermostat (Upflow Coil),Goodman,,Title indicates parts/supplies
RXC24AXVJU,Daikin ENTRA 18 SEER2 24K BTU Heat Pump,Daikin,daikin,Brand not allowed: Daikin
GASNIP1212,1/2” x 12” fitting,,hvac parts supplies,Brand not allowed: BLANK
"S-GLXS4BA3610,S-GR9S800604BNA,S-CHPTA3630B3",SOLACE 3 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,solace > split gas systems > 3 ton,Brand not allowed: Solace
"S-GLXS4BA4210,S-GR9S800804CNA,S-CHPTA4230C3",SOLACE 3.5 Ton 14.3 SEER2 R-32 80% AFUE Gas Furnace Air Conditioning System (Horizontal Coil),Solace,solace,Brand not allowed: Solace
UVF4,4” x 25' Uninsulated Vent Flex,,hvac parts supplies,Brand not allowed: BLANK
"GLZS4BA1810, AWST18SU1305",GOODMAN 1.5 Ton 14.3 SEER2 R-32 Heat Pump System with Wall-Hung Air Handler,Goodman,goodman 1,Title indicates parts/supplies
12150667207011689485,"SOLACE 3.5 Ton 16.2 SEER2 R-32 96% AFUE 80,000 BTU Gas Furnace Air Conditioning System (Upflow Coil)",Solace,,Brand not allowed: Solace
S-GLZS4BA1810,Solace 1.5 Ton 14.3 SEER2 R-32 Heat Pump - S-GLZS4BA1810,Solace,solace,Brand not allowed: Solace
"RP15AY60AJ2NA, R921T1155A24M4SNAS, RCFY6024STANMC",Rheem 5.0 Ton Dual Fuel System - 15.2 SEER2 Heat Pump & 92% AFUE Furnace - R-454B,Rheem,rheem,Title indicates parts/supplies
GLZS4BA1810,Goodman GLZS4BA1810 1.5 Ton R-32 Heat Pump,Goodman,goodman 1,Title indicates parts/supplies
